ID    SOURCE  TARGET  RELATION        WEIGHT
74    44      60      DEPENDS_ON      0.5
75    44      61      DEPENDS_ON      0.5
76    51      58      DEPENDS_ON      0.5
77    51      59      DEPENDS_ON      0.5
78    44      55      DEPENDS_ON      0.5
79    62      44      DEFINED_IN      1
80    63      44      DEFINED_IN      1
81    64      55      DEPENDS_ON      0.8
82    66      65      DEPENDS_ON      1
83    67      66      DEPENDS_ON      1
84    68      66      DEFINED_IN      0.5
85    65      65      DEFINED_IN      1
86    69      29      DEPENDS_ON      1
87    70      29      DEPENDS_ON      1
88    71      29      DEPENDS_ON      1
89    72      29      DEPENDS_ON      1
90    70      69      DEFINED_IN      1
91    71      69      DEFINED_IN      1
92    72      69      DEFINED_IN      1
93    73      39      DEPENDS_ON      1
94    73      44      DEPENDS_ON      0.5
95    39      44      DEPENDS_ON      0.5
96    49      39      DEFINED_IN      0.8
97    74      39      DEFINED_IN      0.7
98    75      39      DEPENDS_ON      0.5
99    13      76      DEPENDS_ON      1
100   13      13      DEFINED_IN      1
101   77      3       DEPENDS_ON      1
102   3       13      DEPENDS_ON      0.8
103   3       78      DEPENDS_ON      0.8
104   77      78      DEPENDS_ON      1
105   77      79      DEPENDS_ON      0.7
106   80      77      DEFINED_IN      0.5
107   82      81      DEPENDS_ON      1
108   82      66      DEPENDS_ON      0.7
109   82      82      DEFINED_IN      1
110   83      81      DEPENDS_ON      0.8
111   84      81      DEPENDS_ON      0.8
112   85      81      DEPENDS_ON      0.5
113   87      86      DEPENDS_ON      1
114   87      88      DEPENDS_ON      0.8
115   87      87      DEFINED_IN      1
116   89      86      DEPENDS_ON      0.7
117   90      86      DEPENDS_ON      0.7
118   91      90      DEPENDS_ON      0.5
119   92      44      DEPENDS_ON      1
120   92      93      DEPENDS_ON      1
121   94      44      DEPENDS_ON      0.8
122   94      93      DEPENDS_ON      0.8
123   95      94      DEPENDS_ON      0.7
124   92      95      DEFINED_IN      0.5
125   96      97      DEPENDS_ON      0.8
126   96      33      DEPENDS_ON      0.8
127   96      13      DEPENDS_ON      0.7
128   41      13      DEPENDS_ON      0.8
129   41      98      DEPENDS_ON      0.8
130   41      41      DEFINED_IN      1
131   99      41      DEFINED_IN      0.5
132   100     98      DEPENDS_ON      1
133   100     13      DEPENDS_ON      0.8
134   40      97      DEPENDS_ON      0.8
135   101     40      DEPENDS_ON      0.7
136   104     101     DEFINED_IN      0.5
137   102     40      DEFINED_IN      0.8
138   103     40      DEFINED_IN      0.8
139   39      106     DEPENDS_ON      1
140   39      105     DEPENDS_ON      0.8
141   39      107     DEPENDS_ON      0.8
142   39      13      DEPENDS_ON      1
143   39      108     DEPENDS_ON      0.7
144   109     105     CONFLICTS_WITH  0.3
145   45      13      DEPENDS_ON      1
146   45      29      DEPENDS_ON      1
147   45      3       DEPENDS_ON      0.8
148   45      78      DEPENDS_ON      0.7
149   45      110     DEPENDS_ON      0.7
150   111     45      DEFINED_IN      0.5
151   79      13      DEPENDS_ON      1
152   112     13      DEPENDS_ON      1
153   79      112     DEPENDS_ON      1
154   79      113     DEPENDS_ON      1
155   114     113     DEFINED_IN      0.5
156   112     115     DEPENDS_ON      1
157   113     115     DEPENDS_ON      1
158   98      112     DEPENDS_ON      1
159   98      113     DEPENDS_ON      1
160   112     13      DEPENDS_ON      1
161   114     113     DEFINED_IN      0.5
162   116     117     DEPENDS_ON      1
163   116     16      DEPENDS_ON      1
164   116     13      DEPENDS_ON      1
165   86      121     DEPENDS_ON      1
166   86      88      DEPENDS_ON      1
167   118     86      DEFINED_IN      0.5
168   119     86      DEFINED_IN      0.5
169   120     86      DEFINED_IN      0.5
170   122     123     DEPENDS_ON      1
171   122     124     DEPENDS_ON      0.5
172   125     13      DEPENDS_ON      1
173   125     7       DEPENDS_ON      0.5
174   126     125     DEFINED_IN      0.5
175   127     13      DEPENDS_ON      1
176   117     127     DEPENDS_ON      1
177   117     128     DEPENDS_ON      1
178   129     127     CONFLICTS_WITH  0.5
179   129     128     CONFLICTS_WITH  0.5
180   130     10      DEFINED_IN      1
181   131     10      DEFINED_IN      1
182   132     10      DEFINED_IN      1
183   133     10      DEFINED_IN      1
184   134     10      DEFINED_IN      1
185   131     26      DEPENDS_ON      0.8
186   132     26      DEPENDS_ON      0.8
187   133     26      DEPENDS_ON      0.8
188   134     26      DEPENDS_ON      0.8
189   131     135     DEPENDS_ON      0.5
190   132     135     DEPENDS_ON      0.5
191   134     135     DEPENDS_ON      0.5
192   139     11      DEPENDS_ON      1
193   11      136     DEPENDS_ON      1
194   11      13      DEPENDS_ON      0.5
195   139     137     DEPENDS_ON      0.7
196   138     11      DEFINED_IN      0.8
197   144     93      DEPENDS_ON      1
198   144     46      DEPENDS_ON      1
199   144     140     DEPENDS_ON      0.8
200   93      140     DEPENDS_ON      1
201   141     140     DEPENDS_ON      0.8
202   143     142     DEPENDS_ON      0.7
203   143     93      DEPENDS_ON      1
204   144     141     DEPENDS_ON      0.5
205   145     93      DEPENDS_ON      0.8
206   146     121     DEPENDS_ON      1
207   140     136     DEPENDS_ON      1
208   140     13      DEPENDS_ON      1
209   140     29      DEPENDS_ON      0.8
210   140     147     DEPENDS_ON      0.7
211   140     3       DEPENDS_ON      0.7
212   136     13      DEPENDS_ON      1
213   148     140     DEFINED_IN      0.5
214   140     13      DEPENDS_ON      1
215   140     29      DEPENDS_ON      1
216   140     136     DEPENDS_ON      1
217   140     3       DEPENDS_ON      0.8
218   140     147     DEPENDS_ON      0.7
219   140     149     DEPENDS_ON      0.5
220   136     13      DEPENDS_ON      1
221   147     136     DEPENDS_ON      0.5
222   150     140     DEFINED_IN      1
223   150     136     DEFINED_IN      1
224   150     147     DEFINED_IN      1
225   150     149     DEFINED_IN      1
226   78      13      DEPENDS_ON      1
227   78      6       DEPENDS_ON      0.8
228   78      65      DEPENDS_ON      0.8
229   78      100     DEPENDS_ON      0.8
230   151     152     DEPENDS_ON      1
231   151     153     DEPENDS_ON      1
232   151     154     DEPENDS_ON      1
233   151     155     DEPENDS_ON      1
234   151     156     DEPENDS_ON      1
235   151     157     DEPENDS_ON      1
236   152     158     DEPENDS_ON      0.8
237   153     158     DEPENDS_ON      0.8
238   156     3       DEPENDS_ON      1
239   157     3       DEPENDS_ON      1
240   152     13      DEPENDS_ON      0.5
241   152     12      DEPENDS_ON      0.5
242   154     13      DEPENDS_ON      0.5
243   151     159     DEPENDS_ON      0.5
244   160     161     DEPENDS_ON      1
245   161     162     DEPENDS_ON      0.9
246   161     164     DEPENDS_ON      0.7
247   161     165     DEPENDS_ON      0.5
248   163     166     DEPENDS_ON      1
249   167     162     DEPENDS_ON      0.7
250   160     166     DEPENDS_ON      0.8
251   160     161     DEPENDS_ON      1
252   161     169     DEPENDS_ON      0.8
253   161     168     DEPENDS_ON      0.5
254   161     170     DEPENDS_ON      0.3
255   161     173     DEPENDS_ON      0.3
256   161     172     DEPENDS_ON      0.3
257   161     171     DEPENDS_ON      0.3
258   161     174     DEPENDS_ON      0.3
259   161     176     DEPENDS_ON      0.3
260   161     177     DEPENDS_ON      0.3
261   161     178     DEPENDS_ON      0.3
262   161     179     DEPENDS_ON      0.3
263   160     175     DEPENDS_ON      0.3
264   163     161     DEFINED_IN      0.7
265   180     161     DEFINED_IN      0.5
266   181     123     DEPENDS_ON      1
267   181     182     DEPENDS_ON      1
268   181     181     DEFINED_IN      1
269   183     44      DEPENDS_ON      1
270   183     10      DEPENDS_ON      1
271   183     46      DEPENDS_ON      0.5
272   184     10      DEPENDS_ON      0.8
273   183     184     DEPENDS_ON      0.7
274   81      185     DEPENDS_ON      1
275   81      78      DEPENDS_ON      0.8
276   81      13      DEPENDS_ON      0.5
277   186     81      DEFINED_IN      0.5
278   187     81      DEFINED_IN      0.5
279   11      188     DEPENDS_ON      1
280   11      189     DEPENDS_ON      0.5
281   11      121     DEPENDS_ON      0.5
282   11      136     DEPENDS_ON      1
283   190     188     DEPENDS_ON      0.8
284   191     11      DEFINED_IN      1
285   196     192     DEPENDS_ON      1
286   196     196     DEFINED_IN      1
287   193     192     DEPENDS_ON      0.8
288   194     192     DEPENDS_ON      0.5
289   195     192     DEPENDS_ON      0.5
290   40      197     DEPENDS_ON      1
291   40      198     DEPENDS_ON      0.7
292   40      96      DEPENDS_ON      0.5
293   197     198     DEPENDS_ON      0.5
294   197     33      DEPENDS_ON      0.8
295   197     97      DEPENDS_ON      0.8
296   200     197     DEFINED_IN      0.5
297   199     40      DEFINED_IN      0.5
298   201     202     DEPENDS_ON      1
299   201     202     DEFINED_IN      0.1
300   192     203     DEPENDS_ON      1
301   192     13      DEPENDS_ON      0.8
302   192     204     DEPENDS_ON      0.7
303   192     205     DEPENDS_ON      0.7
304   206     192     DEFINED_IN      0.5
305   207     192     DEFINED_IN      0.5
306   208     93      DEPENDS_ON      1
307   208     10      DEPENDS_ON      1
308   184     93      DEPENDS_ON      0.8
309   184     10      DEPENDS_ON      0.8
310   209     10      DEPENDS_ON      0.7
311   12      3       DEPENDS_ON      1
312   12      13      DEPENDS_ON      0.8
313   210     12      DEPENDS_ON      1
314   211     12      DEPENDS_ON      1
315   212     12      DEPENDS_ON      1
316   213     212     DEFINED_IN      0.5
317   214     13      DEPENDS_ON      1
318   214     216     DEPENDS_ON      1
319   215     214     DEPENDS_ON      1
320   219     93      DEPENDS_ON      1
321   219     217     DEPENDS_ON      0.8
322   219     218     DEPENDS_ON      0.8
323   219     141     DEPENDS_ON      0.7
324   220     141     DEFINED_IN      0.8
325   221     217     DEFINED_IN      0.8
326   93      218     DEPENDS_ON      0.7
327   44      77      DEPENDS_ON      1
328   44      66      DEPENDS_ON      0.5
329   44      223     DEPENDS_ON      0.5
330   44      224     DEPENDS_ON      0.8
331   222     77      DEPENDS_ON      0.7
332   225     226     DEPENDS_ON      1
333   225     227     DEPENDS_ON      0.8
334   225     225     DEFINED_IN      1
335   228     225     DEFINED_IN      0.7
336   229     225     DEFINED_IN      0.7
337   230     231     DEPENDS_ON      1
338   233     230     DEFINED_IN      0.8
339   233     231     DEPENDS_ON      0.8
340   234     230     DEFINED_IN      0.5
341   235     230     DEPENDS_ON      0.8
342   235     236     DEPENDS_ON      0.8
343   235     237     DEPENDS_ON      0.8
344   235     225     DEPENDS_ON      0.5
345   235     238     DEPENDS_ON      0.5
346   239     226     DEPENDS_ON      1
347   239     240     DEPENDS_ON      0.8
348   239     241     DEPENDS_ON      0.5
349   242     239     DEFINED_IN      0.5
350   243     239     DEPENDS_ON      1
351   243     232     DEPENDS_ON      0.8
352   243     244     DEPENDS_ON      0.5
353   243     243     DEFINED_IN      1
354   245     239     DEPENDS_ON      0.8
355   246     239     DEPENDS_ON      0.7
356   247     248     DEPENDS_ON      0.5
357   247     226     DEPENDS_ON      1
358   247     249     DEPENDS_ON      0.5
359   250     247     DEFINED_IN      0.7
360   251     244     DEPENDS_ON      0.8
361   252     251     DEFINED_IN      1
362   253     251     DEFINED_IN      1
363   251     226     DEPENDS_ON      1
364   251     254     DEPENDS_ON      1
365   251     244     DEPENDS_ON      0.8
366   251     255     DEFINED_IN      0.5
367   256     257     DEPENDS_ON      1
368   256     259     DEPENDS_ON      1
369   256     258     DEPENDS_ON      1
370   257     258     DEPENDS_ON      1
371   260     256     DEFINED_IN      0.5
372   261     257     DEFINED_IN      0.5
373   262     263     DEPENDS_ON      1
374   262     264     DEPENDS_ON      0.8
375   262     262     DEFINED_IN      1
376   265     263     DEPENDS_ON      0.7
377   266     263     DEPENDS_ON      0.7
378   236     268     DEPENDS_ON      1
379   236     267     DEPENDS_ON      1
380   260     236     DEFINED_IN      0.5
381   269     237     DEPENDS_ON      1
382   269     226     DEPENDS_ON      0.8
383   269     258     DEPENDS_ON      0.8
384   237     226     DEPENDS_ON      1
385   237     258     DEPENDS_ON      0.5
386   270     237     DEFINED_IN      0.7
387   230     271     DEPENDS_ON      1
388   230     257     DEPENDS_ON      1
389   257     226     DEPENDS_ON      1
390   260     230     DEFINED_IN      0.8
391   236     272     DEPENDS_ON      1
392   236     264     DEPENDS_ON      0.5
393   233     236     DEFINED_IN      0.8
394   234     236     DEFINED_IN      0.7
395   263     267     DEPENDS_ON      1
396   263     254     DEPENDS_ON      1
397   263     273     DEPENDS_ON      0.8
398   263     274     DEFINED_IN      0.5
399   237     230     DEPENDS_ON      1
400   237     256     DEPENDS_ON      0.8
401   237     275     DEPENDS_ON      1
402   237     226     DEPENDS_ON      1
403   237     258     DEPENDS_ON      0.5
404   260     237     DEFINED_IN      0.7
405   238     230     DEPENDS_ON      1
406   230     93      DEPENDS_ON      0.8
407   276     238     DEFINED_IN      0.7
408   46      238     DEPENDS_ON      0.3
409   247     230     DEPENDS_ON      1
410   230     46      DEPENDS_ON      0.5
411   247     44      DEPENDS_ON      0.8
412   247     93      DEPENDS_ON      0.8
413   277     247     DEFINED_IN      1
414   278     247     DEFINED_IN      1
415   225     230     DEPENDS_ON      1
416   230     44      DEPENDS_ON      0.5
417   230     93      DEPENDS_ON      0.5
418   279     225     DEFINED_IN      0.5
419   256     280     DEPENDS_ON      1
420   256     281     DEPENDS_ON      0.5
421   233     256     DEFINED_IN      0.8
422   282     233     DEPENDS_ON      0.7
423   280     256     DEFINED_IN      0.1
424   238     226     DEPENDS_ON      1
425   238     283     DEPENDS_ON      0.8
426   238     284     DEPENDS_ON      0.5
427   238     238     DEFINED_IN      1
428   285     238     DEPENDS_ON      1
429   285     286     DEFINED_IN      0.5
430   287     288     DEPENDS_ON      1
431   287     289     DEPENDS_ON      1
432   287     290     DEPENDS_ON      0.8
433   287     291     DEPENDS_ON      0.5
434   292     288     DEPENDS_ON      0.5
435   296     288     DEPENDS_ON      1
436   296     293     DEPENDS_ON      0.8
437   296     173     DEPENDS_ON      0.8
438   296     294     DEPENDS_ON      0.7
439   296     295     DEPENDS_ON      0.7
440   297     293     DEPENDS_ON      1
441   297     173     DEPENDS_ON      1
442   296     296     DEFINED_IN      1
443   298     299     DEPENDS_ON      1
444   298     300     DEPENDS_ON      1
445   298     301     DEPENDS_ON      0.8
446   298     298     DEFINED_IN      1
447   288     289     DEPENDS_ON      1
448   288     46      DEPENDS_ON      0.5
449   303     288     DEFINED_IN      0.8
450   49      288     DEFINED_IN      0.8
451   304     288     DEPENDS_ON      0.7
452   288     305     DEPENDS_ON      1
453   288     44      DEPENDS_ON      1
454   288     93      DEPENDS_ON      1
455   288     289     DEPENDS_ON      1
456   288     306     DEPENDS_ON      0.5
457   308     288     DEPENDS_ON      1
458   288     46      DEPENDS_ON      0.5
459   308     309     DEPENDS_ON      0.7
460   310     308     DEFINED_IN      0.5
461   291     311     DEPENDS_ON      1
462   291     312     DEPENDS_ON      1
463   291     313     DEPENDS_ON      1
464   308     299     DEPENDS_ON      1
465   308     314     DEPENDS_ON      1
466   308     301     DEPENDS_ON      0.8
467   308     302     DEPENDS_ON      0.5
468   299     301     DEPENDS_ON      1
469   299     315     DEPENDS_ON      0.8
470   299     316     DEPENDS_ON      0.8
471   299     141     DEPENDS_ON      0.7
472   317     299     DEFINED_IN      0.5
473   305     294     DEPENDS_ON      1
474   305     295     DEPENDS_ON      1
475   295     294     DEPENDS_ON      1
476   294     318     DEPENDS_ON      0.8
477   319     294     DEFINED_IN      1
478   320     305     DEFINED_IN      1
479   301     294     DEPENDS_ON      1
480   301     295     DEPENDS_ON      1
481   295     294     DEPENDS_ON      1
482   294     318     DEPENDS_ON      0.8
483   321     294     CONFLICTS_WITH  0.7
484   320     301     DEFINED_IN      0.5
485   312     301     DEPENDS_ON      1
486   289     322     DEPENDS_ON      0.8
487   289     323     DEPENDS_ON      1
488   289     13      DEPENDS_ON      0.8
489   289     8       DEPENDS_ON      0.7
490   318     8       DEPENDS_ON      0.8
491   324     289     DEFINED_IN      0.5
492   289     329     DEFINED_IN      1
493   325     329     DEFINED_IN      1
494   326     329     DEFINED_IN      1
495   327     329     DEFINED_IN      1
496   328     329     DEFINED_IN      1
497   302     329     DEFINED_IN      1
498   293     329     DEFINED_IN      1
499   289     325     DEPENDS_ON      0.5
500   289     326     DEPENDS_ON      0.5
501   289     327     DEPENDS_ON      0.5
502   289     328     DEPENDS_ON      0.5
503   289     302     DEPENDS_ON      0.5
504   289     293     DEPENDS_ON      0.5
505   330     291     DEPENDS_ON      1
506   330     288     DEPENDS_ON      1
507   291     311     DEPENDS_ON      0.8
508   330     311     DEPENDS_ON      0.5
509   330     330     DEFINED_IN      1
510   259     331     DEPENDS_ON      1
511   259     332     DEPENDS_ON      0.5
512   333     259     DEPENDS_ON      1
513   333     334     DEPENDS_ON      0.5
514   333     335     DEPENDS_ON      0.5
515   333     281     DEPENDS_ON      0.5
516   259     336     DEPENDS_ON      0.8
517   337     342     DEPENDS_ON      1
518   337     339     DEPENDS_ON      0.8
519   337     340     DEPENDS_ON      0.8
520   337     341     DEPENDS_ON      0.8
521   337     343     DEPENDS_ON      0.5
522   338     337     DEFINED_IN      1
523   339     340     DEPENDS_ON      0.8
524   339     341     DEPENDS_ON      0.8
525   344     275     DEPENDS_ON      1
526   344     345     DEPENDS_ON      0.8
527   344     346     DEPENDS_ON      0.8
528   347     275     DEFINED_IN      1
529   349     348     DEPENDS_ON      1
530   349     350     DEPENDS_ON      0.5
531   349     351     DEPENDS_ON      0.5
532   349     352     DEPENDS_ON      0.5
533   349     353     DEPENDS_ON      0.5
534   348     353     DEPENDS_ON      0.8
535   354     358     DEPENDS_ON      0.5
536   354     355     DEPENDS_ON      1
537   355     356     DEPENDS_ON      0.5
538   354     357     DEPENDS_ON      0.5
539   331     343     DEPENDS_ON      0.8
540   331     359     DEPENDS_ON      0.7
541   359     331     DEFINED_IN      1
542   360     361     DEPENDS_ON      0.5
543   360     362     DEPENDS_ON      0.5
544   363     360     DEFINED_IN      1
545   331     364     DEPENDS_ON      0.8
546   331     365     DEPENDS_ON      1
547   331     358     DEPENDS_ON      0.5
548   366     331     DEFINED_IN      0.7
549   367     331     DEPENDS_ON      1
550   360     368     DEPENDS_ON      1
551   360     369     DEPENDS_ON      1
552   370     360     DEFINED_IN      0.5
553   371     372     DEPENDS_ON      0.5
554   371     373     DEPENDS_ON      0.5
555   371     374     DEPENDS_ON      0.5
556   375     371     DEFINED_IN      1
557   376     377     DEPENDS_ON      0.8
558   376     378     DEPENDS_ON      1
559   376     358     DEPENDS_ON      0.5
560   366     376     DEFINED_IN      0.7
561   376     378     DEPENDS_ON      1
562   376     377     DEPENDS_ON      1
563   376     343     DEPENDS_ON      0.5
564   379     376     DEFINED_IN      1
565   371     376     DEPENDS_ON      1
566   371     380     DEPENDS_ON      0.5
567   381     382     DEPENDS_ON      1
568   382     383     DEPENDS_ON      1
569   381     384     DEPENDS_ON      0.8
570   381     385     DEPENDS_ON      1
571   386     381     DEFINED_IN      1
572   387     381     DEFINED_IN      0.5
573   388     389     DEPENDS_ON      0.8
574   388     390     DEPENDS_ON      0.5
575   388     391     DEPENDS_ON      0.5
576   392     388     DEPENDS_ON      1
577   268     354     DEPENDS_ON      1
578   268     393     DEPENDS_ON      0.5
579   393     394     DEPENDS_ON      0.5
580   395     358     DEPENDS_ON      0.7
581   396     395     DEFINED_IN      1
582   395     350     DEPENDS_ON      0.3
583   395     351     DEPENDS_ON      0.3
584   398     268     DEPENDS_ON      1
585   398     356     DEPENDS_ON      0.5
586   398     357     DEPENDS_ON      0.5
587   398     264     DEPENDS_ON      0.5
588   268     397     DEPENDS_ON      0.8
589   348     395     DEPENDS_ON      1
590   399     348     DEFINED_IN      0.8
591   337     358     DEPENDS_ON      0.5
592   337     401     DEPENDS_ON      0.5
593   337     46      DEPENDS_ON      0.5
594   400     337     DEFINED_IN      1
595   402     337     DEFINED_IN      1
596   381     403     DEPENDS_ON      1
597   381     405     DEPENDS_ON      0.8
598   381     404     DEPENDS_ON      0.8
599   404     406     DEPENDS_ON      1
600   381     407     DEPENDS_ON      0.5
601   275     408     DEPENDS_ON      1
602   275     271     DEPENDS_ON      1
603   275     268     DEPENDS_ON      1
604   275     259     DEPENDS_ON      1
605   275     371     DEPENDS_ON      0.5
606   275     348     DEPENDS_ON      0.5
607   275     360     DEPENDS_ON      0.5
608   409     275     DEFINED_IN      1
609   408     337     DEPENDS_ON      1
610   408     354     DEPENDS_ON      1
611   408     331     DEPENDS_ON      1
612   408     376     DEPENDS_ON      0.5
613   408     395     DEPENDS_ON      0.5
614   412     271     DEPENDS_ON      1
615   412     401     DEPENDS_ON      0.5
616   412     46      DEPENDS_ON      0.5
617   412     232     DEPENDS_ON      0.5
618   411     271     DEFINED_IN      0.7
619   395     414     DEPENDS_ON      1
620   395     415     DEPENDS_ON      1
621   395     343     DEPENDS_ON      0.7
622   413     395     DEFINED_IN      1
623   271     337     DEPENDS_ON      1
624   271     417     DEPENDS_ON      1
625   416     271     DEFINED_IN      0.8
626   354     418     DEPENDS_ON      1
627   354     419     DEPENDS_ON      0.8
628   354     343     DEPENDS_ON      0.7
629   420     354     DEFINED_IN      1
630   421     422     DEPENDS_ON      1
631   421     423     DEPENDS_ON      0.5
632   424     422     DEFINED_IN      1
633   425     421     DEFINED_IN      0.7
634   426     421     DEFINED_IN      0.7
635   427     421     DEFINED_IN      0.5
636   428     429     DEPENDS_ON      1
637   428     38      DEPENDS_ON      0.8
638   428     430     DEPENDS_ON      0.5
639   428     428     DEFINED_IN      1
640   204     429     DEPENDS_ON      1
641   204     430     DEPENDS_ON      0.5
642   204     204     DEFINED_IN      1
643   26      429     DEPENDS_ON      1
644   26      431     DEPENDS_ON      0.8
645   26      432     DEPENDS_ON      0.5
646   26      26      DEFINED_IN      1
647   433     429     DEPENDS_ON      1
648   433     33      DEPENDS_ON      0.8
649   433     97      DEPENDS_ON      0.8
650   434     433     DEFINED_IN      1
651   384     429     DEPENDS_ON      1
652   384     435     DEPENDS_ON      0.8
653   436     429     DEPENDS_ON      1
654   436     437     DEPENDS_ON      0.8
655   436     430     DEPENDS_ON      0.5
656   436     436     DEFINED_IN      1
657   205     429     DEPENDS_ON      1
658   205     430     DEPENDS_ON      0.5
659   97      429     DEPENDS_ON      1
660   97      430     DEPENDS_ON      0.5
661   97      97      DEFINED_IN      1
662   438     429     DEPENDS_ON      1
663   438     439     DEPENDS_ON      0.8
664   438     430     DEPENDS_ON      0.5
665   440     429     DEPENDS_ON      1
666   440     441     DEPENDS_ON      0.8
667   440     430     DEPENDS_ON      0.5
668   442     440     DEFINED_IN      0.5
669   443     26      DEPENDS_ON      1
670   444     443     DEPENDS_ON      0.5
671   445     429     DEPENDS_ON      1
672   445     430     DEPENDS_ON      0.5
673   445     445     DEFINED_IN      1
674   446     429     DEPENDS_ON      1
675   446     430     DEPENDS_ON      0.5
676   447     429     DEPENDS_ON      1
677   447     448     DEPENDS_ON      0.5
678   447     449     DEPENDS_ON      0.5
679   447     447     DEFINED_IN      1
680   450     429     DEPENDS_ON      1
681   450     430     DEPENDS_ON      0.7
682   451     450     DEFINED_IN      0.5
683   33      429     DEPENDS_ON      1
684   452     33      DEFINED_IN      0.5
685   453     429     DEPENDS_ON      1
686   453     430     DEPENDS_ON      0.5
687   453     453     DEFINED_IN      1
688   454     455     DEPENDS_ON      1
689   44      454     DEFINED_IN      1
690   288     454     DEFINED_IN      1
691   454     457     DEPENDS_ON      0.5
692   456     454     DEPENDS_ON      0.8
693   44      459     DEFINED_IN      1
694   93      459     DEFINED_IN      1
695   458     44      DEPENDS_ON      0.5
696   458     93      DEPENDS_ON      0.5
